GeneID	GeneSymbol	Alias
7048	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII
7049	TGFBR3	BGCAN|betaglycan
7053	TGM3	TGE
7056	THBD	AHUS6|BDCA3|CD141|THPH12|THRM|TM
7057	THBS1	THBS|THBS-1|TSP|TSP-1|TSP1
7067	THRA	AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|c-ERBA-1
7068	THRB	C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2
7070	THY1	CD90
7071	KLF10	EGR-alpha|EGRA|TIEG|TIEG1
7078	TIMP3	HSMRK222|K222|K222TA2|SFD
7128	TNFAIP3	A20|OTUD7C|TNFA1P2
7157	TP53	BCC7|LFS1|P53|TRP53
7158	TP53BP1	53BP1|p202
7159	TP53BP2	53BP2|ASPP2|BBP|P53BP2|PPP1R13A
7161	TP73	P73
7182	NR2C2	TAK1|TR4
7184	HSP90B1	ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1
7248	TSC1	LAM|TSC
7249	TSC2	LAM|PPP1R160|TSC4
7251	TSG101	TSG10|VPS23
7262	PHLDA2	BRW1C|BWR1C|HLDA2|IPL|TSSC3
7268	TTC4	-
7270	TTF1	TTF-1|TTF-I
7290	HIRA	DGCR1|TUP1|TUPLE1
7345	UCHL1	HEL-117|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1
7403	KDM6A	KABUK2|UTX|bA386N14.2
7405	UVRAG	DHTX|VPS38|p63
7421	VDR	NR1I1|PPP1R163
7422	VEGFA	MVCD1|VEGF|VPF
7428	VHL	HRCA1|RCA1|VHL1|pVHL
7429	VIL1	D2S1471|VIL
7431	VIM	CTRCT30|HEL113
7447	VSNL1	HLP3|HPCAL3|HUVISL1|VILIP|VILIP-1
7462	LAT2	LAB|NTAL|WBSCR15|WBSCR5|WSCR5
7474	WNT5A	hWNT5A
7476	WNT7A	-
7481	WNT11	HWNT11
7490	WT1	AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33
7520	XRCC5	KARP-1|KARP1|KU80|KUB2|Ku86|NFIV
7538	ZFP36	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36
7545	ZIC1	ZIC|ZNF201
7703	PCGF2	MEL-18|RNF110|ZNF144
7704	ZBTB16	PLZF|ZNF145
7739	ZNF185	-
7791	ZYX	ESP-2|HED-2
7799	PRDM2	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2
7832	BTG2	PC3|TIS21
7869	SEMA3B	LUCA-1|SEMA5|SEMAA|SemA|semaV
7879	RAB7A	PRO2706|RAB7
7941	PLA2G7	LDL-PLA2|LP-PLA2|PAFAD|PAFAH
7965	AIMP2	JTV-1|JTV1|P38
7980	TFPI2	PP5|REF1|TFPI-2
7982	ST7	ETS7q|FAM4A|FAM4A1|HELG|RAY1|SEN4|TSG7
8013	NR4A3	CHN|CSMF|MINOR|NOR1|TEC
8031	NCOA4	ARA70|ELE1|PTC3|RFG
8065	CUL5	VACM-1|VACM1
8099	CDK2AP1	DOC1|DORC1|ST19|doc-1|p12DOC-1
8100	IFT88	D13S1056E|DAF19|TG737|TTC10|hTg737
8125	ANP32A	C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32
8190	MIA	CD-RAP
8289	ARID1A	B120|BAF250|BAF250a|BM029|C1orf4|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1
8312	AXIN1	AXIN|PPP1R49
8313	AXIN2	AXIL|ODCRCS
8314	BAP1	HUCEP-13|UCHL2
8379	MAD1L1	MAD1|PIG9|TP53I9|TXBP181
8404	SPARCL1	MAST 9|MAST9|PIG33|SC1
8405	SPOP	BTBD32|TEF2
8406	SRPX	DRS|ETX1|HEL-S-83p|SRPX1
8431	NR0B2	SHP|SHP1
8434	RECK	ST15
8437	RASAL1	RASAL
8453	CUL2	-
8454	CUL1	-
8554	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3
8567	MADD	DENN|IG20|RAB3GEP
8572	PDLIM4	RIL
8577	TMEFF1	C9orf2|CT120.1|H7365|TR-1
8626	TP63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L
8633	UNC5C	UNC5H3
8635	RNASET2	RNASE6PL|bA514O12.3
8643	PTCH2	PTC2
8650	NUMB	C14orf41|S171|c14_5527
8651	SOCS1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP3
8665	EIF3F	EIF3S5|eIF3-p47
8678	BECN1	ATG6|VPS30|beclin1
8682	PEA15	HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED
8711	TNK1	-
8726	EED	HEED|WAIT1
8742	TNFSF12	APO3L|DR3LG|TWEAK
8744	TNFSF9	4-1BB-L|CD137L
8772	FADD	MORT1
8784	TNFRSF18	AITR|CD357|GITR|GITR-D
8788	DLK1	DLK|DLK-1|Delta1|FA1|PREF1|Pref-1|ZOG|pG2
8795	TNFRSF10B	CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9
8797	TNFRSF10A	APO2|CD261|DR4|TRAILR-1|TRAILR1
8805	TRIM24	PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1
8821	INPP4B	-
8838	WISP3	CCN6|LIBC|PPAC|PPD
8841	HDAC3	HD3|RPD3|RPD3-2
8847	DLEU2	1B4|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2OS|TRIM13OS
8848	TSC22D1	Ptg-2|TGFB1I4|TSC22
8854	ALDH1A2	RALDH(II)|RALDH2|RALDH2-T
8856	NR1I2	BXR|ONR1|PAR|PAR1|PAR2|PARq|PRR|PXR|SAR|SXR
8864	PER2	FASPS|FASPS1
8870	IER3	DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1
8915	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10
8930	MBD4	MED1
8991	SELENBP1	HEL-S-134P|LPSB|SBP56|SP56|hSBP
8994	LIMD1	-
9021	SOCS3	ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3
9025	RNF8	hRNF8
9046	DOK2	p56DOK|p56dok-2
9049	AIP	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2
9052	GPRC5A	GPCR5A|PEIG-1|RAI3|RAIG1|TIG1
9076	CLDN1	CLD1|ILVASC|SEMP1
9077	DIRAS3	ARHI|NOEY2
9093	DNAJA3	HCA57|TID1|hTID-1
9113	LATS1	WARTS|wts
9141	PDCD5	TFAR19
9148	NEURL1	NEUR1|NEURL|RNF67|bA416N2.1|neu|neu-1
9255	AIMP1	EMAP2|EMAPII|HLD3|SCYE1|p43
9314	KLF4	EZF|GKLF
9318	COPS2	ALIEN|CSN2|SGN2|TRIP15
9353	SLIT2	SLIL3|Slit-2
9365	KL	-
9368	SLC9A3R1	EBP50|NHERF|NHERF-1|NHERF1|NPHLOP2
9411	ARHGAP29	PARG1
9429	ABCG2	ABC15|ABCP|BCRP|BCRP1|BMDP|CD338|CDw338|EST157481|GOUT1|MRX|MXR|MXR1|UAQTL1
9447	AIM2	PYHIN4
9455	HOMER2	ACPD|CPD|HOMER-2|VESL-2
9462	RASAL2	NGAP
9486	CHST10	HNK-1ST|HNK1ST
9516	LITAF	PIG7|SIMPLE|TP53I7
9521	EEF1E1	AIMP3|P18
9538	EI24	EPG4|PIG8|TP53I8
9547	CXCL14	BMAC|BRAK|KEC|KS1|MIP-2g|MIP2G|NJAC|SCYB14
9590	AKAP12	AKAP250|SSeCKS
9636	ISG15	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP
9656	MDC1	NFBD1
9667	SAFB2	-
9770	RASSF2	CENP-34|RASFADIN
9781	RNF144A	RNF144|UBCE7IP4
9788	MTSS1	MIM|MIMA|MIMB
9821	RB1CC1	ATG17|CC1|FIP200|PPP1R131
9891	NUAK1	ARK5
9901	SRGAP3	ARHGAP14|MEGAP|SRGAP2|WRP
9937	DCLRE1A	PSO2|SNM1|SNM1A
9940	DLEC1	CFAP81|DLC1|F56
9988	DMTF1	DMP1|DMTF|MRUL|hDMP1
10010	TANK	I-TRAF|ITRAF|TRAF2
10018	BCL2L11	BAM|BIM|BOD
10019	SH2B3	IDDM20|LNK
10048	RANBP9	BPM-L|BPM90|RANBPM|RanBP7
10077	TSPAN32	ART1|PHEMX|PHMX|TSSC6
10078	TSSC4	-
10152	ABI2	ABI-2|ABI2B|AIP-1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB
10154	PLXNC1	CD232|PLXN-C1|VESPR
10180	RBM6	3G2|DEF-3|DEF3|HLC-11|NY-LU-12|g16
10181	RBM5	G15|LUCA15|RMB5
10206	TRIM13	CAR|DLEU5|LEU5|RFP2|RNF77
10210	TOPORS	LUN|P53BP3|RP31|TP53BPL
10217	CTDSPL	C3orf8|HYA22|PSR1|RBSP3|SCP3
10253	SPRY2	hSPRY2
10273	STUB1	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1
10277	UBE4B	E4|HDNB1|UBOX3|UFD2|UFD2A
10301	DLEU1	BCMS|BCMS1|DLB1|DLEU2|LEU1|LEU2|LINC00021|NCRNA00021|XTP6
10320	IKZF1	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1
10335	MRVI1	IRAG|JAW1L
10370	CITED2	ASD8|MRG-1|MRG1|P35SRJ|VSD2
10395	DLC1	ARHGAP7|HP|STARD12|p122-RhoGAP
10397	NDRG1	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5
10399	GNB2L1	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1
10409	BASP1	CAP-23|CAP23|NAP-22|NAP22
10413	YAP1	COB1|YAP|YAP2|YAP65|YKI
10424	PGRMC2	DG6|PMBP
10432	RBM14	COAA|PSP2|SIP|SYTIP1|TMEM137
10472	ZBTB18	C2H2-171|MRD22|RP58|TAZ-1|ZNF238
10481	HOXB13	PSGD
10514	MYBBP1A	P160|PAP2
10524	KAT5	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2
10550	ARL6IP5	DERP11|GTRAP3-18|JWA|PRAF3|addicsin|hp22|jmx
10553	HTATIP2	CC3|SDR44U1|TIP30
10562	OLFM4	GC1|GW112|OLM4|OlfD|UNQ362|bA209J19.1|hGC-1|hOLfD
10612	TRIM3	BERP|HAC1|RNF22|RNF97
10628	TXNIP	EST01027|HHCPA78|THIF|VDUP1
10633	RASL10A	RRP22
10637	LEFTY1	LEFTB|LEFTYB
10641	NPRL2	NPR2|NPR2L|TUSC4
10653	SPINT2	DIAR3|HAI-2|HAI2|Kop|PB
10664	CTCF	MRD21
10768	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA
10769	PLK2	SNK|hPlk2|hSNK
10771	ZMYND11	BRAM1|BS69|MRD30
10788	IQGAP2	-
10817	FRS3	FRS2-beta|FRS2B|FRS2beta|SNT-2|SNT2
10904	BLCAP	BC10
10912	GADD45G	CR6|DDIT2|GADD45gamma|GRP17
10950	BTG3	ANA|TOB5|TOB55|TOFA
11009	IL24	C49A|FISP|IL10B|MDA7|MOB5|ST16
11010	GLIPR1	CRISP7|GLIPR|RTVP1
11068	CYB561D2	101F6|TSP10|XXcos-LUCA11.4
11074	TRIM31	C6orf13|HCG1|HCGI|RNF
11080	DNAJB4	DNAJW|DjB4|HLJ1
11083	DIDO1	BYE1|C20orf158|DATF-1|DATF1|DIDO2|DIDO3|DIO-1|DIO1|dJ885L7.8
11095	ADAMTS8	ADAM-TS8|METH2
11107	PRDM5	BCS2|PFM2
11108	PRDM4	PFM1
11122	PTPRT	RPTPrho
11145	PLA2G16	AdPLA|H-REV107-1|HRASLS3|HREV107|HREV107-1|HREV107-3|HRSL3
11178	LZTS1	F37|FEZ1
11184	MAP4K1	HPK1
11186	RASSF1	123F2|NORE2A|RASSF1A|RDA32|REH3P21
11191	PTENP1	PTEN-rs|PTEN2|PTENpg1|PTH2|psiPTEN
11197	WIF1	WIF-1
11200	CHEK2	CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|hCds1
11219	TREX2	-
11228	RASSF8	C12orf2|HOJ1
11281	POU6F2	RPF-1|WT5|WTSL
11315	PARK7	DJ-1|DJ1|HEL-S-67p
11334	TUSC2	C3orf11|FUS1|PAP|PDAP2
11337	GABARAP	ATG8A|GABARAP-a|MM46
22806	IKZF3	AIO|AIOLOS|ZNFN1A3
22807	IKZF2	ANF1A2|HELIOS|ZNF1A2|ZNFN1A2
22882	ZHX2	AFR1|RAF
22925	PLA2R1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R
22933	SIRT2	SIR2|SIR2L|SIR2L2
22943	DKK1	DKK-1|SK
22954	TRIM32	BBS11|HT2A|LGMD2H|TATIP
23032	USP33	VDU1
23035	PHLPP2	PHLPPL
23036	ZNF292	Nbla00365|ZFP292|ZN-16|Zn-15|bA393I2.3
23047	PDS5B	APRIN|AS3|CG008
23087	TRIM35	HLS5|MAIR
23095	KIF1B	CMT2|CMT2A|CMT2A1|HMSNII|KLP|NBLST1
23136	EPB41L3	4.1B|DAL-1|DAL1
23152	CIC	-
23189	KANK1	ANKRD15|CPSQ2|KANK
23193	GANAB	G2AN|GLUII
23221	RHOBTB2	DBC2
23239	PHLPP1	PHLPP|PLEKHE1|SCOP
23261	CAMTA1	CANPMR
23300	ATMIN	ASCIZ|ZNF822
23327	NEDD4L	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2
23328	SASH1	SH3D6A|dJ323M4|dJ323M4.1
23336	SYNM	DMN|SYN
23347	SMCHD1	-
23365	ARHGEF12	LARG|PRO2792
23376	UFL1	KIAA0776|Maxer|NLBP|RCAD
23405	DICER1	DCR1|Dicer|Dicer1e|HERNA|K12H4.8-LIKE|MNG1|RMSE2
23409	SIRT4	SIR2L4
23410	SIRT3	SIR2L3
23411	SIRT1	SIR2L1
23468	CBX5	HEL25|HP1|HP1A
23512	SUZ12	CHET9|JJAZ1
23513	SCRIB	CRIB1|SCRB1|SCRIB1|Vartul
23541	SEC14L2	C22orf6|SPF|TAP|TAP1
23560	GTPBP4	CRFG|NGB|NOG1
23582	CCNDBP1	DIP1|GCIP|HHM
23586	DDX58	RIG-I|RIGI|RLR-1
23604	DAPK2	DRP-1|DRP1
23612	PHLDA3	TIH1
23635	SSBP2	HSPC116|SOSS-B2
23671	TMEFF2	CT120.2|HPP1|TENB2|TPEF|TR
23705	CADM1	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1
25792	CIZ1	LSFR1|NP94|ZNF356
25833	POU2F3	Epoc-1|OCT-11|OCT11|OTF-11|PLA-1|PLA1|Skn-1a
25855	BRMS1	-
25898	RCHY1	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363
25930	PTPN23	HD-PTP|HDPTP|PTP-TD14
26018	LRIG1	LIG-1|LIG1
26038	CHD5	CHD-5
26047	CNTNAP2	AUTS15|CASPR2|CDFE|NRXN4|PTHSL1
26136	TES	TESS|TESS-2
26257	NKX2-8	NKX2.8|NKX2H|Nkx2-9
26260	FBXO25	FBX25
26298	EHF	ESE3|ESE3B|ESEJ
26468	LHX6	LHX6.1
26471	NUPR1	COM1|P8
26512	INTS6	DBI-1|DDX26|DDX26A|DICE1|HDB|INT6|Notchl2
26524	LATS2	KPM
26585	GREM1	C15DUPq|CKTSF1B1|CRAC1|CRCS4|DAND2|DRM|DUP15q|GREMLIN|HMPS|HMPS1|IHG-2|MPSH
26608	TBL2	WBSCR13|WS-betaTRP
26799	SNORD50A	RNU50|U50
26959	HBP1	-
27022	FOXD3	AIS1|Genesis|HFH2|VAMAS2
27030	MLH3	HNPCC7
27075	TSPAN13	NET-6|NET6|TM4SF13
27086	FOXP1	12CC4|QRF1|hFKH1B
27113	BBC3	JFY-1|JFY1|PUMA
27122	DKK3	REIC|RIG
27129	HSPB7	cvHSP
27132	CPNE7	-
27165	GLS2	GA|GLS|LGA|hLGA
27173	SLC39A1	ZIP1|ZIRTL
27232	GNMT	-
27250	PDCD4	H731
27253	PCDH17	PCDH68|PCH68
27302	BMP10	-
27303	RBMS3	-
27316	RBMX	HNRNPG|HNRPG|RBMXP1|RBMXRT|RNMX|hnRNP-G
27330	RPS6KA6	PP90RSK4|RSK4
27429	HTRA2	OMI|PARK13|PRSS25
28996	HIPK2	PRO0593
29072	SETD2	HBP231|HIF-1|HIP-1|HYPB|KMT3A|SET2|p231HBP
29108	PYCARD	ASC|CARD5|TMS|TMS-1|TMS1
29117	BRD7	BP75|CELTIX1|NAG4
29119	CTNNA3	ARVD13|VR22
29760	BLNK	AGM4|BASH|BLNK-S|LY57|SLP-65|SLP65|bca
29914	UBIAD1	SCCD|TERE1
29948	OSGIN1	BDGI|OKL38
29959	NRBP1	BCON3|MADM|MUDPNP|NRBP
29997	GLTSCR2	PICT-1|PICT1
29998	GLTSCR1	-
30845	EHD3	PAST3
49860	CRNN	C1orf10|DRC1|PDRC1|SEP53
50486	G0S2	-
50514	1-Dec	CTS9
50943	FOXP3	AIID|DIETER|IPEX|PIDX|XPID
51100	SH3GLB1	Bif-1|PPP1R70|dJ612B15.2
51129	ANGPTL4	ANGPTL2|ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158
51147	ING4	my036|p29ING4
51177	PLEKHO1	CKIP-1|OC120
51196	PLCE1	NPHS3|PLCE|PPLC
51201	ZDHHC2	DHHC2|ZNF372
51237	MZB1	MEDA-7|PACAP|pERp1
51247	PAIP2	PAIP-2|PAIP2A
51330	TNFRSF12A	CD266|FN14|TWEAKR
51339	DACT1	DAPPER|DAPPER1|DPR1|FRODO|HDPR1|THYEX3
51343	FZR1	CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1
51364	ZMYND10	BLU|CILD22|FLU
51406	NOL7	C6orf90|PQBP3|RARG-1|dJ223E5.2
51473	DCDC2	DCDC2A|RU2|RU2S
51474	LIMA1	EPLIN|SREBP3
51523	CXXC5	CF5|RINF|WID
51548	SIRT6	SIR2L6
51684	SUFU	PRO1280|SUFUH|SUFUXL
51696	HECA	HDC|HDCL|HHDC|dJ225E12.1
51700	CYB5R2	B5R.2
51720	UIMC1	RAP80|X2HRIP110
51741	WWOX	D16S432E|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1
51780	KDM3B	5qNCA|C5orf7|JMJD1B|NET22
53353	LRP1B	LRP-DIT|LRPDIT
54206	ERRFI1	GENE-33|MIG-6|MIG6|RALT
54556	ING3	Eaf4|ING2|MEAF4|p47ING3
54583	EGLN1	C1orf12|ECYT3|HIF-PH2|HIFPH2|HPH-2|HPH2|PHD2|SM20|ZMYND6
54739	XAF1	BIRC4BP|HSXIAPAF1|XIAPAF1
54756	IL17RD	HH18|IL-17RD|IL17RLM|SEF
54766	BTG4	PC3B
54778	RNF111	ARK
54790	TET2	KIAA1546|MDS
54802	TRIT1	IPT|MOD5
54845	ESRP1	RBM35A|RMB35A
54904	WHSC1L1	NSD3|pp14328
54971	BANP	BEND1|SMAR1|SMARBP1
54979	HRASLS2	PLA1/2-2
54984	PINX1	LPTL|LPTS
55124	PIWIL2	CT80|HILI|PIWIL1L|mili
55164	SHQ1	Shq1p
55193	PBRM1	BAF180|PB1
55223	TRIM62	DEAR1
55233	MOB1A	C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B
55259	CASC1	LAS1|PPP1R54
55275	VPS53	HCCS1|PCH2E|hVps53L|pp13624
55294	FBXW7	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4
55384	MEG3	FP504|GTL2|LINC00023|NCRNA00023|PRO0518|PRO2160|prebp1
55450	CAMK2N1	PRO1489
55544	RBM38	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2
55591	VEZT	VEZATIN
55615	PRR5	FLJ20185k|PP610|PROTOR-1|PROTOR1
55630	SLC39A4	AEZ|AWMS2|ZIP4
55654	TMEM127	-
55717	WDR11	BRWD2|DR11|HH14|WDR15
55735	DNAJC11	dJ126A5.1
55743	CHFR	RNF116|RNF196
55748	CNDP2	CN2|CPGL|HEL-S-13|HsT2298|PEPA
55749	CCAR1	-
55799	CACNA2D3	HSA272268
55818	KDM3A	JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA
55840	EAF2	BM040|TRAITS|U19
55901	THSD1	TMTSP|UNQ3010
55966	AJAP1	MOT8|SHREW-1|SHREW1
56287	GKN1	AMP18|BRICD1|CA11|FOV|foveolin
56475	RPRM	REPRIMO
56616	DIABLO	DFNA64|SMAC
56666	PANX2	PX2|hPANX2
56849	TCEAL7	MPMGp800C04260Q003|WEX5
56925	LXN	ECI|TCI
56940	DUSP22	JKAP|JSP-1|JSP1|LMW-DSP2|LMWDSP2|MKP-x|MKPX|VHX
56954	NIT2	HEL-S-8a
56981	PRDM11	PFM8
56998	CTNNBIP1	ICAT
56999	ADAMTS9	-
57107	PDSS2	C6orf210|COQ10D3|DLP1|bA59I9.3|hDLP1
57111	RAB25	CATX-8|RAB11C
57142	RTN4	ASY|NI220/250|NOGO|NOGO-A|NOGOC|NSP|NSP-CL|Nbla00271|Nbla10545|Nogo-B|Nogo-C|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C
57167	SALL4	DRRS|HSAL4|ZNF797|dJ1112F19.1
57410	SCYL1	GKLP|NKTL|NTKL|P105|TAPK|TEIF|TRAP
57447	NDRG2	SYLD
57491	AHRR	AHH|AHHR|bHLHe77
57509	MTUS1	ATBP|ATIP|ICIS|MP44|MTSG1
57510	XPO5	exp5
57531	HACE1	-
57575	PCDH10	OL-PCDH|PCDH19
57586	SYT13	-
57599	WDR48	P80|SPG60|UAF1
57659	ZBTB4	KAISO-L1|ZNF903
57727	NCOA5	CIA|bA465L10.6
57758	SCUBE2	CEGB1|CEGF1|CEGP1
57805	CCAR2	DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC
57863	CADM3	BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3
58189	WFDC1	PS20
58508	KMT2C	HALR|MLL3
59269	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C
60401	EDA2R	EDA-A2R|EDAA2R|TNFRSF27|XEDAR
60561	RINT1	RINT-1
60674	GAS5	NCRNA00030|SNHG2
63035	BCORL1	BCoR-L1|CXorf10
64101	LRRC4	NGL-2
64326	RFWD2	COP1|RNF200
64478	CSMD1	PPP1R24
64579	NDST4	NDST-4|NHSST4
64651	CSRNP1	AXUD1|CSRNP-1|FAM130B|TAIP-3|URAX1
64682	ANAPC1	APC1|MCPR|TSG24
64753	CCDC136	-
64866	CDCP1	CD318|SIMA135|TRASK
65009	NDRG4	BDM1|SMAP-8|SMAP8
65268	WNK2	NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43
65979	PHACTR4	PPP1R124
78986	DUSP26	DUSP24|LDP-4|MKP8|NATA1|SKRP3
79026	AHNAK	AHNAKRS
79192	IRX1	IRX-5|IRXA1
79365	BHLHE41	BHLHB3|DEC2|SHARP1|hDEC2
79577	CDC73	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX
79626	TNFAIP8L2	TIPE2
79633	FAT4	CDHF14|CDHR11|FAT-J|FATJ|HKLLS2|NBLA00548|VMLDS2
79648	MCPH1	BRIT1|MCT
79728	PALB2	FANCN|PNCA3
79759	ZNF668	-
79791	FBXO31	FBX14|FBXO14|Fbx31|MRT45|pp2386
79798	ARMC5	AIMAH2
79831	KDM8	JMJD5
79893	GGNBP2	DIF-3|DIF3|LCRG1|LZK1|ZFP403|ZNF403
79930	DOK3	DOKL
79961	DENND2D	-
80012	PHC3	EDR3|HPH3
80013	FAM188A	C10orf97|CARP|DERP5|MST126|my042
80023	NRSN2	C20orf98|dJ1103G7.6
80198	MUS81	SLX3
80319	CXXC4	IDAX
81848	SPRY4	HH17
83593	RASSF5	Maxp1|NORE1|NORE1A|NORE1B|RAPL|RASSF3
83595	SOX7	-
83719	YPEL3	-
83742	MARVELD1	GB14|MARVD1|MRVLDC1|bA548K23.8
83787	ARMC10	PNAS-112|PNAS112|SVH
83937	RASSF4	AD037
83989	FAM172A	C5orf21
84152	PPP1R1B	DARPP-32|DARPP32
84260	TCHP	TpMs
84289	ING5	p28ING5
84295	PHF6	BFLS|BORJ|CENP-31
84417	C2orf40	ECRG4
84446	BRSK1	hSAD1
84464	SLX4	BTBD12|FANCP|MUS312
84525	HOPX	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO
84632	AFAP1L2	KIAA1914|XB130
84651	SPINK7	ECG2|ECRG2
84700	MYO18B	-
84707	BEX2	BEX1|DJ79P11.1
84816	RTN4IP1	NIMP
84872	ZC3H10	ZC3HDC10
84879	MFSD2A	MFSD2|NLS1
84897	TBRG1	NIAM|TB-5
84911	ZNF382	KS1
84934	RITA1	C12orf52|RITA
85403	EAF1	-
85480	TSLP	-
89870	TRIM15	RNF93|ZNF178|ZNFB7
89884	LHX4	CPHD4
90249	UNC5A	UNC5H1
90427	BMF	-
90480	GADD45GIP1	CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1
90627	STARD13	ARHGAP37|DLC2|GT650|LINC00464
90993	CREB3L1	OASIS
91133	L3MBTL4	HsT1031
91608	RASL10B	RRP17|VTS58635
91768	CABLES1	CABL1|CABLES|HsT2563|IK3-1
92304	SCGB3A1	HIN-1|HIN1|LU105|PnSP-2|UGRP2
92335	STRADA	LYK5|NY-BR-96|PMSE|STRAD|Stlk
92344	GORAB	GO|NTKLBP1|SCYL1BP1
92597	MOB1B	MATS2|MOB4A|MOBKL1A
93492	TPTE2	TPIP
94031	HTRA3	Prsp|Tasp
94241	TP53INP1	SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1
112399	EGLN3	HIFP4H3|HIFPH3|PHD3
112464	PRKCDBP	CAVIN3|HSRBC|SRBC|cavin-3
114757	CYGB	HGB|STAP
114826	SMYD4	ZMYND21
114907	FBXO32	Fbx32|MAFbx
115426	UHRF2	NIRF|RNF107|URF2
115761	ARL11	ARLTS1
116071	BATF2	SARI
116135	LRRC3B	LRP15
116173	CMTM5	CKLFSF5
117153	MIA2	-
117581	TWIST2	DERMO1|FFDD3|SETLSS|bHLHa39
121227	LRIG3	LIG3
122953	JDP2	JUNDM2
123879	DCUN1D3	44M2.4
123920	CMTM3	BNAS2|CKLFSF3
126520	PLK5	PLK-5|PLK5P|SgK384ps
127700	OSCP1	C1orf102|NOR1
130399	ACVR1C	ACVRLK7|ALK7
134111	UBE2QL1	-
135138	PACRG	GLUP|HAK005771|PARK2CRG
137075	CLDN23	CLDNL|hCG1646163
137970	UNC5D	PRO34692|Unc5h4
139285	AMER1	FAM123B|OSCS|WTX
140628	GATA5	GATAS|bB379O24.1
140690	CTCFL	BORIS|CT27|CTCF-T|HMGB1L1|dJ579F20.2
144165	PRICKLE1	EPM1B|RILP
146691	TOM1L2	-
148252	DIRAS1	Di-Ras1|GBTS1|RIG
149628	PYHIN1	IFIX
